fold,epoch,accuracy,loss,val_accuracy,val_loss,val_pr_auc
2,1,0.6922578811645508,0.6104131937026978,0.7308688163757324,0.5469155311584473,0.7885562852988868
2,2,0.7253649830818176,0.5616557002067566,0.7394410371780396,0.5362581610679626,0.7935216714499091
2,3,0.7288029789924622,0.5572771430015564,0.7405125498771667,0.5346826314926147,0.7946584511577914
2,4,0.7311916947364807,0.5550174713134766,0.7408697009086609,0.5341673493385315,0.7954122206683087
2,5,0.7307451963424683,0.5529490113258362,0.7418519258499146,0.5334391593933105,0.7948148980304919
2,6,0.7324641942977905,0.5515371561050415,0.7418519258499146,0.5327168703079224,0.7946850587027628
2,7,0.7333348393440247,0.5499836802482605,0.7424769997596741,0.5322070121765137,0.7949609176343199
2,8,0.732397198677063,0.5501741170883179,0.7423877120018005,0.5326347947120667,0.7948605479115362
2,9,0.7322632670402527,0.549363911151886,0.7431020736694336,0.5323587656021118,0.7954142440353082
2,10,0.7338036298751831,0.5491387844085693,0.7429234981536865,0.532195508480072,0.79512208446438
2,11,0.733468770980835,0.5485503077507019,0.7427448630332947,0.532137393951416,0.7956034562978838
2,12,0.7348082065582275,0.5481791496276855,0.7430127859115601,0.5316652655601501,0.7959683236820077
2,13,0.7343394160270691,0.548474907875061,0.7431913614273071,0.5316243767738342,0.796249977339832
2,14,0.7342947721481323,0.5483750700950623,0.7429234981536865,0.5319259762763977,0.7965024533745062
2,15,0.7338706254959106,0.5478063821792603,0.7442628741264343,0.5311093330383301,0.7973118879761649
2,16,0.7345179915428162,0.5473760366439819,0.7438164353370667,0.5315293669700623,0.7976646537618275
2,17,0.736303985118866,0.5470972657203674,0.7439950108528137,0.5311911702156067,0.7972291791583281
2,18,0.7350091338157654,0.5469492673873901,0.7441735863685608,0.5314602851867676,0.7973268949153034
2,19,0.7351431250572205,0.5467784404754639,0.742298424243927,0.5312562584877014,0.7975663566169465
2,20,0.7363932728767395,0.5464362502098083,0.7431913614273071,0.5309629440307617,0.7981755048761816
2,21,0.7353439927101135,0.5469088554382324,0.7439950108528137,0.5310638546943665,0.7983264189049475
2,22,0.7348529100418091,0.5466048717498779,0.7444414496421814,0.5306390523910522,0.7984739832227713
2,23,0.7364379167556763,0.546684741973877,0.7435485124588013,0.5304803848266602,0.7983402207427311
2,24,0.7355895638465881,0.5461859107017517,0.742298424243927,0.5309166312217712,0.7981638200721703
2,25,0.7358797788619995,0.545737087726593,0.7433699369430542,0.5308806300163269,0.7979514422940571
2,26,0.7360584139823914,0.5460118651390076,0.7429234981536865,0.530875563621521,0.7987082428152132
2,27,0.7373755574226379,0.5449355244636536,0.7429234981536865,0.5308797955513,0.7981821521522774
2,28,0.7364379167556763,0.5457616448402405,0.7429234981536865,0.5312484502792358,0.7989300196438589
2,29,0.7350091338157654,0.5449578166007996,0.7430127859115601,0.5307742953300476,0.7988443119946889
2,30,0.7370853424072266,0.5451531410217285,0.7431020736694336,0.5307655334472656,0.7988916550867264
2,31,0.7365495562553406,0.5459306836128235,0.7424769997596741,0.5310754179954529,0.7996158823132052
2,32,0.7364379167556763,0.5452600717544556,0.7430127859115601,0.5310196280479431,0.7983268073825223
2,33,0.7367281317710876,0.5451783537864685,0.7433699369430542,0.5308300852775574,0.7981388365909651
2,34,0.7359021306037903,0.5446466207504272,0.7436378002166748,0.530880868434906,0.7973963015736425
2,35,0.7362816333770752,0.54539954662323,0.742834210395813,0.5311132669448853,0.7977529401110302
2,36,0.7349421977996826,0.5442953705787659,0.7430127859115601,0.5308679938316345,0.7978737189612232
2,37,0.737018346786499,0.5439130663871765,0.7433699369430542,0.5305307507514954,0.7980058938426848
2,38,0.7363486289978027,0.5440003275871277,0.7427448630332947,0.5311054587364197,0.7980065086005509
2,39,0.7355002760887146,0.5441646575927734,0.7435485124588013,0.531032145023346,0.7974428014923947
2,40,0.7366611361503601,0.5450081825256348,0.7441735863685608,0.5308595299720764,0.7979815690763804
2,41,0.7360137701034546,0.5439934730529785,0.7430127859115601,0.5310850739479065,0.7980563443296365
2,42,0.7361477017402649,0.5440288782119751,0.7439950108528137,0.5311786532402039,0.7976016292447273
2,43,0.7379336357116699,0.5443965792655945,0.7427448630332947,0.5312128663063049,0.7981575337179975
2,44,0.7360807061195374,0.5438414812088013,0.7439057230949402,0.5308636426925659,0.7987932070555661
2,45,0.7363932728767395,0.544314980506897,0.7434592247009277,0.5311383008956909,0.797743817370507
2,46,0.7375764846801758,0.5424397587776184,0.7439057230949402,0.5306744575500488,0.7976456301299463
